  6  12  0.1600  36.000  0.0130  4.106e+05  1.832e+05 Barreau:1983ht 
  6  12  0.1600  36.000  0.0180  4.090e+05  1.475e+05 Barreau:1983ht 
  6  12  0.1600  36.000  0.0220  7.908e+05  1.465e+05 Barreau:1983ht 
  6  12  0.1600  36.000  0.0280  5.421e+05  1.230e+05 Barreau:1983ht 
  6  12  0.1610  60.000  0.0080  1.468e+05  1.925e+04 Barreau:1983ht 
  6  12  0.1610  60.000  0.0130  8.109e+04  1.079e+04 Barreau:1983ht 
  6  12  0.1610  60.000  0.0180  9.628e+04  9.250e+03 Barreau:1983ht 
  6  12  0.1610  60.000  0.0230  1.471e+05  9.330e+03 Barreau:1983ht 
  6  12  0.1610  60.000  0.0280  1.328e+05  8.350e+03 Barreau:1983ht 
  6  12  0.1610  60.000  0.0330  1.010e+05  7.350e+03 Barreau:1983ht 
  6  12  0.1610  60.000  0.0380  8.478e+04  6.800e+03 Barreau:1983ht 
  6  12  0.1610  60.000  0.0430  7.135e+04  6.380e+03 Barreau:1983ht 
  6  12  0.1610  60.000  0.0480  5.867e+04  6.040e+03 Barreau:1983ht 
  6  12  0.2000  36.000  0.0180  4.356e+05  7.820e+04 Barreau:1983ht 
  6  12  0.2000  36.000  0.0220  6.011e+05  7.540e+04 Barreau:1983ht 
  6  12  0.2000  36.000  0.0280  6.501e+05  7.057e+04 Barreau:1983ht 
  6  12  0.2000  36.000  0.0330  4.558e+05  5.899e+04 Barreau:1983ht 
  6  12  0.2000  36.000  0.0370  3.756e+05  5.338e+04 Barreau:1983ht 
  6  12  0.2000  36.000  0.0430  2.762e+05  4.741e+04 Barreau:1983ht 
  6  12  0.2000  36.000  0.0480  2.003e+05  4.292e+04 Barreau:1983ht 
  6  12  0.2000  60.000  0.0070  1.640e+05  1.288e+04 Barreau:1983ht 
  6  12  0.2000  60.000  0.0130  8.441e+04  5.990e+03 Barreau:1983ht 
  6  12  0.2000  60.000  0.0180  5.128e+04  4.270e+03 Barreau:1983ht 
  6  12  0.2000  60.000  0.0220  7.799e+04  4.760e+03 Barreau:1983ht 
  6  12  0.2000  60.000  0.0280  8.241e+04  4.700e+03 Barreau:1983ht 
  6  12  0.2000  60.000  0.0330  7.408e+04  4.350e+03 Barreau:1983ht 
  6  12  0.2000  60.000  0.0370  6.852e+04  4.170e+03 Barreau:1983ht 
  6  12  0.2000  60.000  0.0430  6.495e+04  4.070e+03 Barreau:1983ht 
  6  12  0.2000  60.000  0.0480  5.644e+04  3.840e+03 Barreau:1983ht 
  6  12  0.2000  60.000  0.0520  4.705e+04  3.640e+03 Barreau:1983ht 
  6  12  0.2000  60.000  0.0580  3.900e+04  3.570e+03 Barreau:1983ht 
  6  12  0.2000  60.000  0.0620  3.166e+04  3.380e+03 Barreau:1983ht 
  6  12  0.2000  60.000  0.0680  2.605e+04  3.200e+03 Barreau:1983ht 
  6  12  0.2400  36.000  0.0130  3.613e+05  5.045e+04 Barreau:1983ht 
  6  12  0.2400  36.000  0.0180  3.041e+05  4.120e+04 Barreau:1983ht 
  6  12  0.2400  36.000  0.0220  4.972e+05  4.353e+04 Barreau:1983ht 
  6  12  0.2400  36.000  0.0280  4.621e+05  3.949e+04 Barreau:1983ht 
  6  12  0.2400  36.000  0.0330  3.615e+05  3.410e+04 Barreau:1983ht 
  6  12  0.2400  36.000  0.0370  2.912e+05  3.019e+04 Barreau:1983ht 
  6  12  0.2400  36.000  0.0430  2.600e+05  2.803e+04 Barreau:1983ht 
  6  12  0.2400  36.000  0.0480  2.066e+05  2.524e+04 Barreau:1983ht 
  6  12  0.2400  36.000  0.0520  1.979e+05  2.436e+04 Barreau:1983ht 
  6  12  0.2400  36.000  0.0580  1.383e+05  1.981e+04 Barreau:1983ht 
  6  12  0.2400  36.000  0.0620  1.022e+05  1.842e+04 Barreau:1983ht 
  6  12  0.2400  60.000  0.0030  2.707e+05  7.180e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0080  1.067e+05  4.120e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0130  6.058e+04  1.800e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0180  3.309e+04  1.320e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0230  4.327e+04  1.400e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0280  4.583e+04  1.370e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0330  4.890e+04  1.400e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0380  4.798e+04  1.400e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0430  4.865e+04  1.440e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0480  4.626e+04  1.420e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0530  4.375e+04  1.410e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0580  3.963e+04  1.390e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0630  3.368e+04  1.310e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0680  2.958e+04  1.250e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0730  2.483e+04  1.220e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0780  1.988e+04  1.160e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0830  1.697e+04  1.110e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0880  1.483e+04  1.110e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0930  1.202e+04  1.090e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.0980  1.071e+04  1.100e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.1030  9.650e+03  1.140e+03 Barreau:1983ht 
  6  12  0.2400  60.000  0.1080  7.140e+03  1.120e+03 Barreau:1983ht 
  6  12  0.2800  60.000  0.0030  4.819e+04  1.180e+03 Barreau:1983ht 
  6  12  0.2800  60.000  0.0080  5.690e+04  1.650e+03 Barreau:1983ht 
  6  12  0.2800  60.000  0.0130  3.962e+04  8.100e+02 Barreau:1983ht 
  6  12  0.2800  60.000  0.0180  2.164e+04  5.300e+02 Barreau:1983ht 
  6  12  0.2800  60.000  0.0230  2.614e+04  5.800e+02 Barreau:1983ht 
